tenant,file,file_size,ingestion_start_time,ingestion_end_time,ingestion_time,success,concurrent_ingestions
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-17.csv,107029978,2024-03-14 23:41:42.552886,2024-03-14 23:42:42.669247,0:01:00.116361,True,20.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-19.csv,107029978,2024-03-14 23:41:44.838621,2024-03-14 23:42:43.387752,0:00:58.549131,True,20.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-18.csv,107029978,2024-03-14 23:41:43.715323,2024-03-14 23:42:43.420278,0:00:59.704955,True,20.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-15.csv,107029978,2024-03-14 23:42:01.560601,2024-03-14 23:42:44.806551,0:00:43.245950,True,20.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-16.csv,107029978,2024-03-14 23:42:02.583130,2024-03-14 23:42:44.860601,0:00:42.277471,True,20.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:42:50.955046,2024-03-14 23:43:13.876691,0:00:22.921645,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:42:52.230115,2024-03-14 23:43:14.269142,0:00:22.039027,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 2449.7217864990234 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-2.csv,107029978,2024-03-14 23:42:53.237440,2024-03-14 23:43:16.952204,0:00:23.714764,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 2347.6500453948975 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 2245.5783042907715 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-3.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 2143.5065631866455 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-4.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 2041.4348220825195 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-4.csv,107029978,2024-03-14 23:42:55.254540,2024-03-14 23:43:20.892189,0:00:25.637649,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-5.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1939.3630809783936 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-6.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1837.2913398742676 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-5.csv,107029978,2024-03-14 23:42:56.263757,2024-03-14 23:43:22.289128,0:00:26.025371,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-7.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1735.2195987701416 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-3.csv,107029978,2024-03-14 23:42:54.245587,2024-03-14 23:43:24.110515,0:00:29.864928,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-8.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1633.1478576660156 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-6.csv,107029978,2024-03-14 23:42:57.272652,2024-03-14 23:43:24.527655,0:00:27.255003,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-9.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1531.0761165618896 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-10.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1429.0043754577637 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-11.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1326.9326343536377 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-8.csv,107029978,2024-03-14 23:42:59.295424,2024-03-14 23:43:27.660218,0:00:28.364794,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-12.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1224.8608932495117 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-9.csv,107029978,2024-03-14 23:43:00.341754,2024-03-14 23:43:28.523921,0:00:28.182167,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-13.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1122.7891521453857 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-10.csv,107029978,2024-03-14 23:43:01.362274,2024-03-14 23:43:29.482290,0:00:28.120016,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-14.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1020.7174110412598 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-7.csv,107029978,2024-03-14 23:42:58.283137,2024-03-14 23:43:31.199130,0:00:32.915993,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-15.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 918.6456699371338 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-16.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 816.5739288330078 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-17.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 714.5021877288818 MB,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-18.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 612.4304466247559 MB,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-11.csv,107029978,2024-03-14 23:43:02.386461,2024-03-14 23:43:35.551837,0:00:33.165376,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-21.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-22.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-23.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-12.csv,107029978,2024-03-14 23:43:03.402215,2024-03-14 23:43:43.082469,0:00:39.680254,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-13.csv,107029978,2024-03-14 23:43:04.440434,2024-03-14 23:43:45.608208,0:00:41.167774,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-14.csv,107029978,2024-03-14 23:43:05.507868,2024-03-14 23:43:46.060242,0:00:40.552374,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-16.csv,107029978,2024-03-14 23:43:07.644077,2024-03-14 23:43:51.807093,0:00:44.163016,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-15.csv,107029978,2024-03-14 23:43:06.546458,2024-03-14 23:43:52.099815,0:00:45.553357,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-18.csv,107029978,2024-03-14 23:43:09.807308,2024-03-14 23:43:53.028360,0:00:43.221052,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-17.csv,107029978,2024-03-14 23:43:08.713235,2024-03-14 23:43:53.094770,0:00:44.381535,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-19.csv,107029978,2024-03-14 23:43:10.864172,2024-03-14 23:43:57.166139,0:00:46.301967,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-21.csv,107029978,2024-03-14 23:43:12.915720,2024-03-14 23:43:57.321039,0:00:44.405319,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-20.csv,107029978,2024-03-14 23:43:11.880076,2024-03-14 23:43:57.454103,0:00:45.574027,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-22.csv,107029978,2024-03-14 23:43:13.957182,2024-03-14 23:43:58.295551,0:00:44.338369,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-23.csv,107029978,2024-03-14 23:43:15.007260,2024-03-14 23:44:00.166873,0:00:45.159613,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-19.csv,107029978,2024-03-14 23:43:35.505453,2024-03-14 23:44:02.993257,0:00:27.487804,True,24.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-20.csv,107029978,2024-03-14 23:43:36.544514,2024-03-14 23:44:03.416848,0:00:26.872334,True,24.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\test.json,18997350,,,,Filetype JSON not supported for tenant1. Supported filetypes: ['CSV'],1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data.csv,428118778,,,,File data\client-staging-input-directories\tenant2\taxi_data\taxi-data.csv is too large (428118778 > 350MB).,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:44:12.356545,2024-03-14 23:44:22.269776,0:00:09.913231,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:44:13.360723,2024-03-14 23:44:23.273733,0:00:09.913010,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2-0.csv,321089178,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 612.4290046691895 MB,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2-1.csv,321089178,2024-03-14 23:44:28.550348,2024-03-14 23:44:50.648093,0:00:22.097745,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:08.813262,2024-03-14 23:49:18.667230,0:00:09.853968,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:09.819059,2024-03-14 23:49:19.817334,0:00:09.998275,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:23.909271,2024-03-14 23:49:33.816564,0:00:09.907293,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:24.913957,2024-03-14 23:49:35.217313,0:00:10.303356,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:39.004045,2024-03-14 23:49:48.607661,0:00:09.603616,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:40.007100,2024-03-14 23:49:49.568827,0:00:09.561727,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:54.101815,2024-03-14 23:50:03.703823,0:00:09.602008,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:49:55.111040,2024-03-14 23:50:04.727381,0:00:09.616341,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:09.198269,2024-03-14 23:50:18.681990,0:00:09.483721,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:10.205159,2024-03-14 23:50:19.959514,0:00:09.754355,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:24.290589,2024-03-14 23:50:33.785598,0:00:09.495009,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:25.298387,2024-03-14 23:50:35.058490,0:00:09.760103,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:39.395538,2024-03-14 23:50:49.517263,0:00:10.121725,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:40.399411,2024-03-14 23:50:50.066324,0:00:09.666913,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:54.492018,2024-03-14 23:51:04.043980,0:00:09.551962,True,1.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:50:55.498768,2024-03-14 23:51:05.032038,0:00:09.533270,True,1.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:51:09.591111,2024-03-14 23:51:20.830617,0:00:11.239506,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:51:10.601519,2024-03-14 23:51:22.010324,0:00:11.408805,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:51:11.605536,2024-03-14 23:51:23.638532,0:00:12.032996,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:51:12.612402,2024-03-14 23:51:24.293285,0:00:11.680883,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:51:29.793087,2024-03-14 23:51:40.264751,0:00:10.471664,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:51:30.799275,2024-03-14 23:51:41.765660,0:00:10.966385,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:51:31.802723,2024-03-14 23:51:43.501530,0:00:11.698807,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:51:32.806640,2024-03-14 23:51:44.539067,0:00:11.732427,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:51:49.986541,2024-03-14 23:52:00.563499,0:00:10.576958,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:51:50.994629,2024-03-14 23:52:02.333944,0:00:11.339315,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:51:51.996511,2024-03-14 23:52:03.782141,0:00:11.785630,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:51:53.002399,2024-03-14 23:52:04.816580,0:00:11.814181,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:52:10.177253,2024-03-14 23:52:20.957051,0:00:10.779798,True,2.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:52:11.181207,2024-03-14 23:52:22.405869,0:00:11.224662,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:52:12.185543,2024-03-14 23:52:23.789751,0:00:11.604208,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:52:13.189937,2024-03-14 23:52:24.355962,0:00:11.166025,True,2.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-3.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:52:30.380309,2024-03-14 23:52:41.228923,0:00:10.848614,True,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:52:31.392410,2024-03-14 23:52:43.150676,0:00:11.758266,True,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-2.csv,107029978,2024-03-14 23:52:32.398427,2024-03-14 23:52:45.871466,0:00:13.473039,True,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-3.csv,107029978,2024-03-14 23:52:33.401836,2024-03-14 23:52:47.160361,0:00:13.758525,True,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:52:34.406500,2024-03-14 23:52:48.197401,0:00:13.790901,True,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:52:35.411161,2024-03-14 23:52:48.870375,0:00:13.459214,True,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-3.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:52:55.793545,2024-03-14 23:53:06.223977,0:00:10.430432,True,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:52:56.801951,2024-03-14 23:53:08.413807,0:00:11.611856,True,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-2.csv,107029978,2024-03-14 23:52:57.806434,2024-03-14 23:53:10.649686,0:00:12.843252,True,4.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-3.csv,107029978,2024-03-14 23:52:58.810200,2024-03-14 23:53:12.225046,0:00:13.414846,True,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:52:59.816211,2024-03-14 23:53:13.971119,0:00:14.154908,True,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:53:00.820080,2024-03-14 23:53:14.236123,0:00:13.416043,True,4.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 816.5739288330078 MB,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 714.5021877288818 MB,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 612.4304466247559 MB,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-5.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-6.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:53:21.215249,2024-03-14 23:53:35.819209,0:00:14.603960,True,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-7.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:53:22.219629,2024-03-14 23:53:38.813837,0:00:16.594208,True,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-2.csv,107029978,2024-03-14 23:53:23.232322,2024-03-14 23:53:43.351261,0:00:20.118939,True,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-3.csv,107029978,2024-03-14 23:53:24.236470,2024-03-14 23:53:45.633217,0:00:21.396747,True,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-4.csv,107029978,2024-03-14 23:53:25.242768,2024-03-14 23:53:47.229083,0:00:21.986315,True,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-5.csv,107029978,2024-03-14 23:53:26.249349,2024-03-14 23:53:48.371151,0:00:22.121802,True,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-6.csv,107029978,2024-03-14 23:53:27.255479,2024-03-14 23:53:50.040692,0:00:22.785213,True,8.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-7.csv,107029978,2024-03-14 23:53:28.261361,2024-03-14 23:53:50.540261,0:00:22.278900,True,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-3.csv,107029978,2024-03-14 23:53:32.430701,2024-03-14 23:53:53.517948,0:00:21.087247,True,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-4.csv,107029978,2024-03-14 23:53:33.461557,2024-03-14 23:53:53.598663,0:00:20.137106,True,8.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1224.8608932495117 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1122.7891521453857 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1020.7174110412598 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-3.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 918.6456699371338 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-4.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 816.5739288330078 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-5.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 714.5021877288818 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-6.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 612.4304466247559 MB,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-9.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-10.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-11.csv,107029978,,,,Too many concurrent ingestions for tenant2. Max: 2 Current: 2.,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-0.csv,107029978,2024-03-14 23:53:57.119163,2024-03-14 23:54:30.141642,0:00:33.022479,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-2.csv,107029978,2024-03-14 23:53:59.128343,2024-03-14 23:54:34.854354,0:00:35.726011,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-1.csv,107029978,2024-03-14 23:53:58.123476,2024-03-14 23:54:35.133744,0:00:37.010268,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-3.csv,107029978,2024-03-14 23:54:00.134451,2024-03-14 23:54:38.355280,0:00:38.220829,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-4.csv,107029978,2024-03-14 23:54:01.142418,2024-03-14 23:54:44.563145,0:00:43.420727,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-5.csv,107029978,2024-03-14 23:54:02.151239,2024-03-14 23:54:47.283870,0:00:45.132631,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-6.csv,107029978,2024-03-14 23:54:03.159013,2024-03-14 23:54:48.809346,0:00:45.650333,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-7.csv,107029978,2024-03-14 23:54:04.168745,2024-03-14 23:54:51.601040,0:00:47.432295,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-8.csv,107029978,2024-03-14 23:54:05.178191,2024-03-14 23:54:56.126244,0:00:50.948053,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-9.csv,107029978,2024-03-14 23:54:06.191451,2024-03-14 23:54:56.972852,0:00:50.781401,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-10.csv,107029978,2024-03-14 23:54:07.203518,2024-03-14 23:54:59.055245,0:00:51.851727,True,12.0
tenant1,data\client-staging-input-directories\tenant1\taxi_data\taxi-data-11.csv,107029978,2024-03-14 23:54:08.218573,2024-03-14 23:54:59.812639,0:00:51.594066,True,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-7.csv,107029978,2024-03-14 23:54:16.740627,2024-03-14 23:55:08.802197,0:00:52.061570,True,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-8.csv,107029978,2024-03-14 23:54:17.794471,2024-03-14 23:55:09.604267,0:00:51.809796,True,12.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-0.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1633.1478576660156 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-1.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1531.0761165618896 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-2.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1429.0043754577637 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-3.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1326.9326343536377 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-4.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1224.8608932495117 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-5.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1122.7891521453857 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-6.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 1020.7174110412598 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-7.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 918.6456699371338 MB,16.0
tenant2,data\client-staging-input-directories\tenant2\taxi_data\taxi-data-8.csv,107029978,,,,Too much data in staging directory. Allowed: 512.0 MB. Current: 816.5739288330078 MB,16.0
